CYP2D6 Diplotype	Gaedigk Activity Score (formula)	Coded Genotype/Phenotype Summary	EHR Priority Result Notation
*12/*19	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*20	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*21	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*31	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*36	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*12/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*13	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*14A	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*15	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*18	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*19	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*20	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*21	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*31	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*36	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*13/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*14A	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*15	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*18	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*19	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*20	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*21	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*31	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*36	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*14A/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*15	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*18	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*19	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*20	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*21	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*31	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*36	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*15/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*18	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*19	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*20	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*21	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*31	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*36	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*18/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*19	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*20	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*21	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*31	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*36	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*19/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*20	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*21	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*31	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*36	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*20/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*21	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*31	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*36	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*21/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*31	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*36	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*31/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*36	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*36xN	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*36xN/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*38	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*38/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*40	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*40/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*42	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*42/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*44	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*44/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*47	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*47/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*51	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*51/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*56	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*57	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*60	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*62	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*68	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*69	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*92	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*96	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*99	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*100	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
*56/*101	0	CYP2D6 Poor Metabolizer	Abnormal/Priority/High Risk
